seller,product_category,rating,text,date
Newegg,Home_Kitchen,4.0,"While they do fit, I find it difficult to find comfortable shoes that are close to the top of my feet.",2025-03-16
Newegg,Books,5.0,"Solid product, shipping package was perfect. The shipping was fast and it arrived in a timely manner. Great product.",2025-03-04
Lowes,Books,5.0,"Pleased with the results, they are a little pricey, but I will keep them for the long",2025-03-30
Target,Clothing,5.0,Very good router. Can be an easy way to connect to a computer that is not connected to the internet.,2025-05-30
Walmart,Electronics,5.0,An interesting perspective on the African American experience.  The author does a good job of explaining how we came to be the dominant race in,2025-03-04
Newegg,Books,5.0,"Well written full of lots of interesting and thought provoking information. The book is recommended for anyone who loves reading about the people, places and people around them, and who enjoys reading about the family and their lives.",2025-05-27
Newegg,Electronics,4.0,"Any of those who would dismiss this movie for its allegedly senseless violence or because they feel it's a pale imitation of Pulp Fiction simply do not understand Mexican culture.  Violence, verbal or physical, proliferates in Mexican culture; I think many of the reviewers (mostly overly sensitive gringos, I would gather) who are uncomfortable with this movie would probably be equally uncomfortable with the Mexican view of life inherited from the Spaniards--i.e., the fatalism, the grim resignation to the frequent ugliness and brutality of life, and a sort of crude vivacity.  Pienso que estas personas que no les gusta Mxico no tienen cojones.  But then again, most people want illusion not reality at the movies, which brings up the next point.
As for the Pulp Fiction charge, this movie bears about as much relation to that movie as Picasso, in his early, rough stage, does to Andy Warhol's soup cans.  In Amores Perros, the violence, and, hence, the feeling, is real; in Pulp Fiction, it's trendy posing.  We cringe at the gore and we giggle at the jokes, then we forget the whole pop culture souffl Tarantino has served up.  The people in Amores Perros are blood and guts--crude, yes, and occassionally ugly, but there's no doubt they're the real thing.  Quentin Tarantino has never delved this deeply.
I give this movie four stars instead of five because it's still at times subject to a youthful impetuousness that fits the first story beautifully but not the other two.  It's not quite great, but it's still mighty impressive.  And the middle story about the model losing her leg and enduring a romantic crisis with her lover is in the end rather tiresome--it's undeniably felt by the actors, but it seems like tawdry bourgeois angst or an episode from a melodramatic telenovela next to the urban blight and horrors of the first and third stories.",2025-07-06
Costco,Beauty,5.0,Earth to Echo [HD] was Cute!  WE enjoyed it and hope that there is a second one!!!,2025-03-22
Walmart,Books,5.0,"for cleaning and repairing my old ones, and they are very comfortable.

The only downside is",2025-03-26
Costco,Beauty,5.0,"A great book about the one of the greatest inventor of all time, and especially in electrical field.  Inventor of AC motors which started the industrial revolution.  By the way , the unit for electromagnetic flux bares name Tesla (T).  There are only few inventors having their names used for a unit in electrical field.  Highly recommended.",2025-06-23
Target,Sports,5.0,"One of Julia Robert movies, it's an interesting and intriguing history.

The movie has a couple of interesting twists and",2025-08-10
Newegg,Sports,5.0,"There are many options out there for small aquariums.  So many questions.  Glass or acrylic... tall and skinny or short and long.... what kind of filter....  As a prior aquarium owner of both fresh and salt, starting with a 10 gal and working my way up to a 75, I have some experience with tanks and took a 10-year hiatus.  In 2010, my young son won a gold fish at the local state fair (imagine my dismay - a GOLDfish?  A dirty bottom feeder? ugh - haha).  We purchased a small 1-gal tank and needed to move up when this fish continued to grow and thrive!  We purchased this Eclipse tank because it was seamless (so I didn't need to worry about leaks on the dresser) and we liked the domed-front which actually makes the tank appear bigger than it is.  I have seen comments that some people don't like having to take the entire top off to maintain the tank, however, if you are going to see this tank from the TOP (which you will on a desktop or dresser), I cannot express how ***absolutely amazing*** it is to have one smooth top versus a hood with a filter sticking out of the back.  The tank is quiet and stays very clean, even with our two enormous goldfish.  We do a 25% water change every 5-6 weeks and rinse the filter cartridge out about every 2-3 weeks (or whenever needed).  Goldie and Diego are so huge now that we are looking for a bigger tank (again).  I've been out there looking (since there are 10 gal setups available for less than the Eclipse system - even an LED one from Marineland), however, we have decided to purchase the 12 gal Eclipse system - largely because of the fully enclosed top.  This is an excellent looking tank and I recommend it highly.",2025-03-10
BestBuy,Beauty,4.0,Interesting take on the vampire genre. I enjoyed it. Great pace and great characters.,2025-05-07
